region	chr	midPos	Nsites
(1413374,1422038)(4350000,4399999)(4350000,4400000)	scaffold_2146	4375000	8666	0.484862
(1422039,1425109)(4400000,4448424)(4400000,4450000)	scaffold_2146	4425000	3072	0.636196
(1425110,1431947)(4457350,4499999)(4450000,4500000)	scaffold_2146	4475000	6839	0.432331
(1431948,1457686)(4500000,4549443)(4500000,4550000)	scaffold_2146	4525000	25740	0.353870
(1457687,1467227)(4552332,4598879)(4550000,4600000)	scaffold_2146	4575000	9542	0.249675
(1467228,1483500)(4604154,4635531)(4600000,4650000)	scaffold_2146	4625000	16274	0.284455
(1483501,1487597)(4658968,4678775)(4650000,4700000)	scaffold_2146	4675000	4098	0.292706
(1487598,1489456)(4706583,4749943)(4700000,4750000)	scaffold_2146	4725000	1860	0.123667
(1489457,1490198)(4750829,4774794)(4750000,4800000)	scaffold_2146	4775000	743	0.165104
(1490199,1492866)(4854651,4897568)(4850000,4900000)	scaffold_2146	4875000	2669	0.170091
(1492867,1493810)(4915036,4922188)(4900000,4950000)	scaffold_2146	4925000	945	0.103982
(1493811,1496247)(4971279,4995020)(4950000,5000000)	scaffold_2146	4975000	2438	0.145364
(1496248,1498166)(5002538,5017177)(5000000,5050000)	scaffold_2146	5025000	1920	0.053185
(1498167,1508190)(5057635,5083758)(5050000,5100000)	scaffold_2146	5075000	10025	0.341335
(1508191,1514249)(5102243,5147174)(5100000,5150000)	scaffold_2146	5125000	6060	0.471405
(1514250,1523248)(5150517,5199027)(5150000,5200000)	scaffold_2146	5175000	9000	0.373776
(1523249,1525348)(5202622,5242632)(5200000,5250000)	scaffold_2146	5225000	2101	0.246881
(1525349,1538444)(5252276,5297149)(5250000,5300000)	scaffold_2146	5275000	13097	0.270061
(1538445,1542543)(5300867,5341528)(5300000,5350000)	scaffold_2146	5325000	4100	0.211714
(1542544,1560965)(5354354,5394663)(5350000,5400000)	scaffold_2146	5375000	18423	0.209568
(1560966,1567032)(5408038,5445459)(5400000,5450000)	scaffold_2146	5425000	6068	0.146681
(1567033,1573716)(5453952,5499947)(5450000,5500000)	scaffold_2146	5475000	6685	0.150404
(1573717,1583309)(5500017,5545533)(5500000,5550000)	scaffold_2146	5525000	9594	0.151217
(1583310,1592821)(5550269,5599999)(5550000,5600000)	scaffold_2146	5575000	9513	0.175003
(1592822,1595949)(5600000,5649999)(5600000,5650000)	scaffold_2146	5625000	3129	0.156797
(1595950,1615633)(5650000,5695253)(5650000,5700000)	scaffold_2146	5675000	19685	0.137803
(1615634,1620200)(5701333,5749999)(5700000,5750000)	scaffold_2146	5725000	4568	0.197467
(1620201,1634123)(5750000,5798343)(5750000,5800000)	scaffold_2146	5775000	13924	0.220227
(1634124,1648610)(5817812,5844753)(5800000,5850000)	scaffold_2146	5825000	14488	0.203915
(1648611,1665034)(5851511,5899999)(5850000,5900000)	scaffold_2146	5875000	16425	0.175025
(1665035,1674311)(5900000,5932301)(5900000,5950000)	scaffold_2146	5925000	9278	0.145977
(1674312,1683239)(5964681,5999999)(5950000,6000000)	scaffold_2146	5975000	8929	0.143866
(1683240,1685547)(6000000,6048209)(6000000,6050000)	scaffold_2146	6025000	2309	0.228525
(1685548,1704915)(6052063,6096078)(6050000,6100000)	scaffold_2146	6075000	19369	0.156761
(1704916,1718968)(6104400,6148626)(6100000,6150000)	scaffold_2146	6125000	14054	0.183223
(1718969,1738079)(6150666,6197915)(6150000,6200000)	scaffold_2146	6175000	19112	0.245108
(1738080,1743923)(6204758,6245931)(6200000,6250000)	scaffold_2146	6225000	5845	0.175810
(1743924,1744742)(6252503,6299943)(6250000,6300000)	scaffold_2146	6275000	820	0.184339
(1744743,1755583)(6300172,6349272)(6300000,6350000)	scaffold_2146	6325000	10842	0.228785
(1755584,1762412)(6350474,6381953)(6350000,6400000)	scaffold_2146	6375000	6830	0.262052
(1762413,1763872)(6402557,6444418)(6400000,6450000)	scaffold_2146	6425000	1461	0.097096
(1763873,1766941)(6453605,6499589)(6450000,6500000)	scaffold_2146	6475000	3070	0.202655
(1766942,1777561)(6501506,6538587)(6500000,6550000)	scaffold_2146	6525000	10621	0.199588
(1777562,1781454)(6578215,6588213)(6550000,6600000)	scaffold_2146	6575000	3894	0.302755
(1781455,1781816)(6614159,6617082)(6600000,6650000)	scaffold_2146	6625000	363	0.344205
(1781817,1784326)(6925577,6928125)(6900000,6950000)	scaffold_2146	6925000	2511	0.281371
(1784327,1785766)(6961456,6977593)(6950000,7000000)	scaffold_2146	6975000	1441	0.133636
(1785767,1789828)(7011726,7040087)(7000000,7050000)	scaffold_2146	7025000	4063	0.309991
(1789829,1790107)(7115637,7115980)(7100000,7150000)	scaffold_2146	7125000	280	0.061949
(1790108,1790301)(7247842,7248035)(7200000,7250000)	scaffold_2146	7225000	195	0.115999
(1790302,1792292)(7264900,7291676)(7250000,7300000)	scaffold_2146	7275000	1992	0.218404
(1792293,1792597)(7325188,7325623)(7300000,7350000)	scaffold_2146	7325000	306	0.218217
(1792598,1792898)(7356075,7381022)(7350000,7400000)	scaffold_2146	7375000	302	0.119104
(1792899,1794938)(7427590,7444825)(7400000,7450000)	scaffold_2146	7425000	2041	0.256101
(1794939,1801143)(7454313,7492857)(7450000,7500000)	scaffold_2146	7475000	6206	0.193310
(1801144,1808184)(7511411,7547900)(7500000,7550000)	scaffold_2146	7525000	7042	0.300587
(1808185,1809628)(7557402,7598871)(7550000,7600000)	scaffold_2146	7575000	1445	0.241981
(1809629,1811349)(7600503,7645552)(7600000,7650000)	scaffold_2146	7625000	1722	0.161680
(1811350,1818660)(7651473,7698456)(7650000,7700000)	scaffold_2146	7675000	7312	0.197205
(1818661,1834656)(7701844,7749999)(7700000,7750000)	scaffold_2146	7725000	15997	0.191715
(1834657,1848361)(7750000,7786714)(7750000,7800000)	scaffold_2146	7775000	13706	0.281809
(1848362,1858799)(7851830,7888390)(7850000,7900000)	scaffold_2146	7875000	10439	0.346948
(1858800,1861870)(7941490,7947106)(7900000,7950000)	scaffold_2146	7925000	3072	0.524262
(1861871,1870656)(7953481,7996451)(7950000,8000000)	scaffold_2146	7975000	8787	0.490239
(1870657,1881744)(8020789,8049999)(8000000,8050000)	scaffold_2146	8025000	11089	0.319050
(1881745,1882834)(8050000,8086498)(8050000,8100000)	scaffold_2146	8075000	1091	0.232512
(1882835,1902260)(8103476,8143775)(8100000,8150000)	scaffold_2146	8125000	19427	0.294917
(1902261,1910289)(8152401,8199999)(8150000,8200000)	scaffold_2146	8175000	8030	0.368564
(1910290,1920073)(8200000,8244771)(8200000,8250000)	scaffold_2146	8225000	9785	0.359588
(1920074,1935764)(8251607,8297363)(8250000,8300000)	scaffold_2146	8275000	15692	0.240973
(1935765,1941035)(8323752,8341637)(8300000,8350000)	scaffold_2146	8325000	5272	0.108743
(1941036,1954415)(8365820,8397722)(8350000,8400000)	scaffold_2146	8375000	13381	0.232233
(1954416,1957260)(8413604,8444895)(8400000,8450000)	scaffold_2146	8425000	2846	0.291281
(1957261,1967803)(8459802,8495390)(8450000,8500000)	scaffold_2146	8475000	10544	0.261676
(1967804,1974647)(8510440,8542332)(8500000,8550000)	scaffold_2146	8525000	6845	0.136251
(1974648,1985643)(8550972,8595372)(8550000,8600000)	scaffold_2146	8575000	10997	0.227063
(1985644,1999746)(8601907,8649897)(8600000,8650000)	scaffold_2146	8625000	14104	0.180984
(1999747,2010832)(8650118,8695450)(8650000,8700000)	scaffold_2146	8675000	11087	0.208237
(2010833,2030626)(8703554,8747075)(8700000,8750000)	scaffold_2146	8725000	19795	0.089935
(2030627,2037284)(8750952,8792085)(8750000,8800000)	scaffold_2146	8775000	6659	0.205128
(2037285,2049601)(8818209,8844904)(8800000,8850000)	scaffold_2146	8825000	12318	0.247567
(2049602,2062998)(8850312,8898904)(8850000,8900000)	scaffold_2146	8875000	13398	0.231737
(2062999,2080771)(8903091,8949536)(8900000,8950000)	scaffold_2146	8925000	17774	0.296451
(2080772,2093239)(8954415,8994515)(8950000,9000000)	scaffold_2146	8975000	12469	0.247785
(2093240,2096028)(9015042,9048314)(9000000,9050000)	scaffold_2146	9025000	2790	0.212696
(2096029,2101420)(9051361,9095850)(9050000,9100000)	scaffold_2146	9075000	5393	0.196473
(2101421,2105625)(9121330,9147265)(9100000,9150000)	scaffold_2146	9125000	4206	0.146690
(2105626,2110177)(9160859,9184155)(9150000,9200000)	scaffold_2146	9175000	4553	0.171701
(2110178,2115578)(9205689,9248971)(9200000,9250000)	scaffold_2146	9225000	5402	0.147907
(2115579,2115581)(9290930,9290932)(9250000,9300000)	scaffold_2146	9275000	4	0.065110
(2115582,2116497)(9307390,9346501)(9300000,9350000)	scaffold_2146	9325000	917	0.222252
(2116498,2130702)(9350728,9398871)(9350000,9400000)	scaffold_2146	9375000	14206	0.285875
(2130703,2147042)(9405729,9430209)(9400000,9450000)	scaffold_2146	9425000	16341	0.118668
(2147043,2147846)(9473848,9496249)(9450000,9500000)	scaffold_2146	9475000	805	0.118447
(2147847,2149713)(9534393,9548317)(9500000,9550000)	scaffold_2146	9525000	1868	0.203252
(2149714,2153734)(9550795,9599705)(9550000,9600000)	scaffold_2146	9575000	4022	0.143442
(2153735,2155639)(9607787,9624432)(9600000,9650000)	scaffold_2146	9625000	1906	0.168229
(2155640,2160215)(9652017,9698103)(9650000,9700000)	scaffold_2146	9675000	4577	0.139666
(2160216,2170225)(9701324,9741362)(9700000,9750000)	scaffold_2146	9725000	10011	0.172403
(2170226,2175971)(9760341,9797915)(9750000,9800000)	scaffold_2146	9775000	5747	0.238308
(2175972,2187913)(9813887,9849999)(9800000,9850000)	scaffold_2146	9825000	11943	0.227073
(2187914,2197184)(9850000,9898616)(9850000,9900000)	scaffold_2146	9875000	9272	0.161654
(2197185,2200028)(9900383,9923275)(9900000,9950000)	scaffold_2146	9925000	2845	0.105534
(2200029,2202199)(9974535,9999998)(9950000,10000000)	scaffold_2146	9975000	2172	0.104441
(2202200,2215012)(10000000,10049999)(10000000,10050000)	scaffold_2146	10025000	12814	0.134278
(2215013,2227632)(10050000,10097515)(10050000,10100000)	scaffold_2146	10075000	12621	0.173665
(2227633,2233935)(10108267,10121151)(10100000,10150000)	scaffold_2146	10125000	6304	0.141010
(2233936,2235398)(10168027,10189732)(10150000,10200000)	scaffold_2146	10175000	1464	0.142999
(2235399,2255723)(10200918,10249781)(10200000,10250000)	scaffold_2146	10225000	20326	0.167206
(2255724,2259390)(10251263,10273418)(10250000,10300000)	scaffold_2146	10275000	3668	0.203924
(2259391,2262412)(10319685,10349999)(10300000,10350000)	scaffold_2146	10325000	3023	0.094510
(2262413,2266766)(10350000,10399999)(10350000,10400000)	scaffold_2146	10375000	4355	0.192661
(2266767,2275268)(10400000,10448168)(10400000,10450000)	scaffold_2146	10425000	8503	0.125521
(2275269,2279124)(10451226,10496474)(10450000,10500000)	scaffold_2146	10475000	3857	0.165967
(2279125,2299917)(10502901,10549999)(10500000,10550000)	scaffold_2146	10525000	20794	0.328826
(2299918,2303024)(10550000,10586438)(10550000,10600000)	scaffold_2146	10575000	3108	0.247226
(2303025,2303825)(10617127,10637408)(10600000,10650000)	scaffold_2146	10625000	802	0.275421
(2303826,2306094)(10665312,10690270)(10650000,10700000)	scaffold_2146	10675000	2270	0.195282
(2306095,2316711)(10731658,10747655)(10700000,10750000)	scaffold_2146	10725000	10618	0.157501
(2316712,2319438)(10750687,10799071)(10750000,10800000)	scaffold_2146	10775000	2728	0.177496
(2319439,2341403)(10802123,10849999)(10800000,10850000)	scaffold_2146	10825000	21966	0.173821
(2341404,2359382)(10850000,10897258)(10850000,10900000)	scaffold_2146	10875000	17980	0.188733
(2359383,2377600)(10900091,10947877)(10900000,10950000)	scaffold_2146	10925000	18219	0.288016
(2377601,2402084)(10950245,10999081)(10950000,11000000)	scaffold_2146	10975000	24485	0.158577
(2402085,2423115)(11003659,11049999)(11000000,11050000)	scaffold_2146	11025000	21032	0.230447
(2423116,2432996)(11050000,11098016)(11050000,11100000)	scaffold_2146	11075000	9882	0.288182
(2432997,2453502)(11103705,11147200)(11100000,11150000)	scaffold_2146	11125000	20507	0.172308
(2453503,2473890)(11151384,11199693)(11150000,11200000)	scaffold_2146	11175000	20389	0.267935
(2473891,2495997)(11200907,11237385)(11200000,11250000)	scaffold_2146	11225000	22108	0.253004
(2495998,2513543)(11254704,11299999)(11250000,11300000)	scaffold_2146	11275000	17547	0.221219
(2513544,2538492)(11300000,11349969)(11300000,11350000)	scaffold_2146	11325000	24950	0.212287
(2538493,2552797)(11350002,11399999)(11350000,11400000)	scaffold_2146	11375000	14306	0.210436
(2552798,2574559)(11400000,11449016)(11400000,11450000)	scaffold_2146	11425000	21763	0.169241
(2574560,2593613)(11451473,11498155)(11450000,11500000)	scaffold_2146	11475000	19055	0.131092
(2593614,2603703)(11500270,11549999)(11500000,11550000)	scaffold_2146	11525000	10091	0.118653
(2603704,2616359)(11550000,11580528)(11550000,11600000)	scaffold_2146	11575000	12657	0.298745
(2616360,2621404)(11600659,11647559)(11600000,11650000)	scaffold_2146	11625000	5046	0.109647
(2621405,2622398)(11651734,11698793)(11650000,11700000)	scaffold_2146	11675000	995	0.138446
(2622399,2626382)(11706323,11746395)(11700000,11750000)	scaffold_2146	11725000	3985	0.173382
(2626383,2626827)(11762957,11764909)(11750000,11800000)	scaffold_2146	11775000	446	0.122832
(2626828,2642925)(11810412,11845605)(11800000,11850000)	scaffold_2146	11825000	16099	0.148633
(2642926,2655978)(11850104,11899443)(11850000,11900000)	scaffold_2146	11875000	13054	0.175698
(2655979,2668918)(11903680,11948008)(11900000,11950000)	scaffold_2146	11925000	12941	0.199693
(2668919,2681506)(11965752,11998339)(11950000,12000000)	scaffold_2146	11975000	12589	0.152970
(2681507,2700867)(12000830,12049999)(12000000,12050000)	scaffold_2146	12025000	19362	0.115566
(2700868,2719170)(12050000,12099999)(12050000,12100000)	scaffold_2146	12075000	18304	0.209660
(2719171,2731519)(12100000,12148520)(12100000,12150000)	scaffold_2146	12125000	12350	0.190670
(2731520,2750118)(12150043,12198244)(12150000,12200000)	scaffold_2146	12175000	18600	0.262589
(2750119,2770778)(12204987,12248372)(12200000,12250000)	scaffold_2146	12225000	20661	0.198937
(2770779,2790899)(12251451,12296976)(12250000,12300000)	scaffold_2146	12275000	20122	0.142858
(2790900,2803916)(12302288,12349999)(12300000,12350000)	scaffold_2146	12325000	13018	0.171768
(2803917,2822835)(12350000,12399171)(12350000,12400000)	scaffold_2146	12375000	18920	0.194904
(2822836,2843926)(12400325,12448823)(12400000,12450000)	scaffold_2146	12425000	21092	0.384633
(2843927,2863112)(12453967,12499726)(12450000,12500000)	scaffold_2146	12475000	19187	0.165114
(2863113,2889281)(12505985,12549999)(12500000,12550000)	scaffold_2146	12525000	26170	0.337597
(2889282,2909939)(12550000,12598877)(12550000,12600000)	scaffold_2146	12575000	20659	0.274695
(2909940,2926734)(12604063,12648510)(12600000,12650000)	scaffold_2146	12625000	16796	0.246209
(2926735,2947447)(12653703,12699057)(12650000,12700000)	scaffold_2146	12675000	20714	0.251784
(2947448,2970545)(12700297,12749112)(12700000,12750000)	scaffold_2146	12725000	23099	0.240776
(2970546,2987026)(12750048,12799999)(12750000,12800000)	scaffold_2146	12775000	16482	0.197093
(2987027,3009779)(12800000,12849999)(12800000,12850000)	scaffold_2146	12825000	22754	0.173585
(3009780,3028828)(12850000,12898325)(12850000,12900000)	scaffold_2146	12875000	19050	0.147451
(3028829,3044622)(12900753,12949999)(12900000,12950000)	scaffold_2146	12925000	15795	0.177831
(3044623,3066231)(12950000,12999931)(12950000,13000000)	scaffold_2146	12975000	21610	0.100797
(3066232,3082068)(13000478,13049999)(13000000,13050000)	scaffold_2146	13025000	15838	0.129760
(3082069,3111680)(13050000,13099686)(13050000,13100000)	scaffold_2146	13075000	29613	0.125295
(3111681,3140102)(13101919,13148856)(13100000,13150000)	scaffold_2146	13125000	28423	0.168993
(3140103,3158711)(13150195,13199067)(13150000,13200000)	scaffold_2146	13175000	18610	0.175580
(3158712,3171368)(13201422,13249938)(13200000,13250000)	scaffold_2146	13225000	12658	0.213025
(3171369,3193065)(13250089,13299999)(13250000,13300000)	scaffold_2146	13275000	21698	0.194723
(3193066,3221298)(13300000,13347904)(13300000,13350000)	scaffold_2146	13325000	28234	0.227164
(3221299,3235744)(13353468,13399999)(13350000,13400000)	scaffold_2146	13375000	14447	0.114786
(3235745,3257988)(13400000,13449278)(13400000,13450000)	scaffold_2146	13425000	22245	0.165805
(3257989,3267489)(13450265,13488078)(13450000,13500000)	scaffold_2146	13475000	9502	0.128862
(3267490,3275413)(13501174,13549990)(13500000,13550000)	scaffold_2146	13525000	7925	0.132973
(3275414,3293193)(13553620,13599999)(13550000,13600000)	scaffold_2146	13575000	17781	0.247356
(3293194,3321198)(13600000,13649999)(13600000,13650000)	scaffold_2146	13625000	28006	0.223074
(3321199,3347231)(13650000,13695520)(13650000,13700000)	scaffold_2146	13675000	26034	0.163976
(3347232,3373958)(13700465,13749986)(13700000,13750000)	scaffold_2146	13725000	26728	0.146237
(3373959,3388299)(13750097,13799486)(13750000,13800000)	scaffold_2146	13775000	14342	0.093183
(3388300,3417270)(13800016,13849999)(13800000,13850000)	scaffold_2146	13825000	28972	0.179947
(3417271,3449933)(13850000,13899999)(13850000,13900000)	scaffold_2146	13875000	32664	0.125935
(3449934,3473854)(13900000,13949999)(13900000,13950000)	scaffold_2146	13925000	23922	0.198928
(3473855,3498921)(13950000,13999999)(13950000,14000000)	scaffold_2146	13975000	25068	0.190488
(3498922,3514987)(14000000,14045230)(14000000,14050000)	scaffold_2146	14025000	16067	0.189620
(3514988,3521221)(14062792,14099999)(14050000,14100000)	scaffold_2146	14075000	6235	0.108478
(3521222,3524071)(14100000,14149336)(14100000,14150000)	scaffold_2146	14125000	2851	0.101953
(3524072,3528730)(14154269,14199999)(14150000,14200000)	scaffold_2146	14175000	4660	0.158505
(3528731,3551788)(14200000,14249305)(14200000,14250000)	scaffold_2146	14225000	23059	0.111421
(3551789,3562372)(14250989,14299668)(14250000,14300000)	scaffold_2146	14275000	10585	0.096641
(3562373,3570142)(14300401,14349039)(14300000,14350000)	scaffold_2146	14325000	7771	0.131510
(3570143,3574918)(14352368,14397299)(14350000,14400000)	scaffold_2146	14375000	4777	0.192799
(3574919,3581670)(14403394,14448407)(14400000,14450000)	scaffold_2146	14425000	6753	0.161491
(3581671,3591161)(14450511,14499429)(14450000,14500000)	scaffold_2146	14475000	9492	0.135529
(3591162,3622901)(14500816,14549115)(14500000,14550000)	scaffold_2146	14525000	31741	0.057240
(3622902,3636249)(14550513,14591257)(14550000,14600000)	scaffold_2146	14575000	13349	0.147518
(3636250,3639044)(14619175,14649766)(14600000,14650000)	scaffold_2146	14625000	2796	0.124187
(3639045,3666214)(14650471,14696202)(14650000,14700000)	scaffold_2146	14675000	27171	0.139927
(3666215,3691993)(14700203,14749999)(14700000,14750000)	scaffold_2146	14725000	25780	0.186485
(3691994,3714244)(14750001,14799736)(14750000,14800000)	scaffold_2146	14775000	22252	0.162816
(3714245,3742154)(14800018,14849999)(14800000,14850000)	scaffold_2146	14825000	27911	0.134838
(3742155,3770602)(14850000,14899775)(14850000,14900000)	scaffold_2146	14875000	28449	0.192403
(3770603,3791130)(14901418,14949999)(14900000,14950000)	scaffold_2146	14925000	20529	0.285631
